U 40x20,40,20,5.5,8
U 50x25,50,25,6,5
U 60x30,60,30,6,6
U 65x42,65,42,7.5,5.5
UPN 80,80,45,8,6
UPN 100,100,50,8.5,6
UPN 120,120,55,9,7
UPN 140,140,60,10,7
UPN 160,160,65,10.5,7.5
UPN 180,180,70,11,8
UPN 200,200,75,11.5,8.5
UPN 220,220,80,12.5,9
UPN 240,240,85,13,9.5
UPN 260,260,90,14,10
UPN 280,280,95,15,10
UPN 300,300,100,16,10
UPN 320,320,100,17.5,14
UPN 350,350,100,16,14
UPN 380,380,102,16,13.5
UPN 400,400,110,18,14
